name,symbol,pegType,pegMechanism,circulating,circulatingPrevDay,circulatingPrevWeek,circulatingPrevMonth,chains,price
VNX EURO,VEUR,peggedEUR,fiat-backed,"{""peggedEUR"":1701485.2289546311}","{""peggedEUR"":1701485.2289546311}","{""peggedEUR"":1701485.2289546311}","{""peggedEUR"":1701456.6867522642}","Solana, Avalanche, Base, Stellar, Ethereum, Celo, Fraxtal, Polygon, Arbitrum, Tezos, Q Protocol",1.1796603956304474
Quantoz EURD,EURD,peggedEUR,fiat-backed,"{""peggedEUR"":0}","{""peggedEUR"":0}","{""peggedEUR"":0}","{""peggedEUR"":0}",Algorand,
AUDD,AUDD,peggedAUD,fiat-backed,"{""peggedAUD"":10614775.3139167}","{""peggedAUD"":11228131.025617605}","{""peggedAUD"":11316276.829638293}","{""peggedAUD"":10733372.096829627}","Stellar, Ethereum, Base, XDC, XRPL, Redbelly, Solana, Hedera",0.7147834720951333
Fractional ETH,fETH,peggedVAR,crypto-backed,"{""peggedVAR"":1005988.7324839835}","{""peggedVAR"":1005988.7324839835}","{""peggedVAR"":1002838.6034357734}","{""peggedVAR"":1008233.8889684612}",Ethereum,1.00000298439288
EURO3,EURO3,peggedEUR,crypto-backed,"{""peggedEUR"":22866.28935867024}","{""peggedEUR"":22866.28935867024}","{""peggedEUR"":22866.28935867024}","{""peggedEUR"":22866.28935867024}","Linea, Polygon",1.00000298439288
CJPY,CJPY,peggedJPY,crypto-backed,"{""peggedJPY"":491540.33070646157}","{""peggedJPY"":491540.33070646157}","{""peggedJPY"":486372.5326785}","{""peggedJPY"":507962.09407908004}",Ethereum,0.005167798027961473
Zunami ETH,zunETH,peggedVAR,crypto-backed,"{""peggedVAR"":71.105940325008}","{""peggedVAR"":71.105940325008}","{""peggedVAR"":71.105940325008}","{""peggedVAR"":71.105940325008}",Ethereum,1.00000298439288
International Stable Currency,ISC,peggedVAR,fiat-backed,"{""peggedVAR"":2432635.40586976}","{""peggedVAR"":2432635.40586976}","{""peggedVAR"":2432635.4063578304}","{""peggedVAR"":2432635.4149055984}",Solana,2.1788855825724096
Mento Real,BRLm,peggedREAL,crypto-backed,"{""peggedREAL"":215385.82024965237}","{""peggedREAL"":214406.59384878053}","{""peggedREAL"":208362.08615650036}","{""peggedREAL"":239797.23952338012}",Celo,0.20006121507211985
Hedera Swiss Franc,HCHF,peggedCHF,crypto-backed,"{""peggedCHF"":0}","{""peggedCHF"":0}","{""peggedCHF"":0}","{""peggedCHF"":0}",Hedera,
Frankencoin,ZCHF,peggedCHF,crypto-backed,"{""peggedCHF"":39031773.52550553}","{""peggedCHF"":39026710.76435045}","{""peggedCHF"":38960096.71316313}","{""peggedCHF"":37747028.60736948}","Ethereum, Gnosis, Base, Polygon, OP Mainnet, Arbitrum, Avalanche, Sonic",1.2746892035154824
StablR Euro,EURR,peggedEUR,fiat-backed,"{""peggedEUR"":13008832.904819619}","{""peggedEUR"":13008832.904819619}","{""peggedEUR"":13008832.904819619}","{""peggedEUR"":13212445.75533267}","Ethereum, Solana",1.1769528931390187
Schuman EUROP,EUROP,peggedEUR,fiat-backed,"{""peggedEUR"":8757863.429304237}","{""peggedEUR"":8753216.306449335}","{""peggedEUR"":8339850.916880699}","{""peggedEUR"":8384031.334288101}","Ethereum, Plasma, Avalanche, Polygon",1.176790678834292
Brazilian Digital,BRZ,peggedREAL,fiat-backed,"{""peggedREAL"":303535154.2299039}","{""peggedREAL"":295860596.3945218}","{""peggedREAL"":279732208.5696798}","{""peggedREAL"":264706999.89452568}","Gnosis, Polygon, Ethereum, BSC, Base, Avalanche, Celo, OP Mainnet, Solana, Moonbeam, Mantle, Arbitrum, Rootstock, Tron",0.19975972830591215
EUR CoinVertible,EURCV,peggedEUR,fiat-backed,"{""peggedEUR"":91297489.84773177}","{""peggedEUR"":93055976.46042603}","{""peggedEUR"":90971837.03517185}","{""peggedEUR"":71460452.13681163}","Ethereum, Solana",1.1775788910832754
A7A5,A7A5,peggedRUB,fiat-backed,"{""peggedRUB"":546499474.4298375}","{""peggedRUB"":546080483.0351574}","{""peggedRUB"":544825675.4834578}","{""peggedRUB"":489081007.2957306}","Tron, Ethereum",0.012477707300757816
Quantoz EURQ,EURQ,peggedEUR,fiat-backed,"{""peggedEUR"":0}","{""peggedEUR"":0}","{""peggedEUR"":0}","{""peggedEUR"":0}","Ethereum, Algorand, Polygon, XRPL",
Tether CNH,CNHT,peggedCNY,fiat-backed,"{""peggedCNY"":0}","{""peggedCNY"":0}","{""peggedCNY"":0}","{""peggedCNY"":0}","Ethereum, Tron",
Mexican Peso Tether,MXNT,peggedMXN,fiat-backed,"{""peggedMXN"":0}","{""peggedMXN"":0}","{""peggedMXN"":0}","{""peggedMXN"":0}",Ethereum,
XSGD,XSGD,peggedSGD,fiat-backed,"{""peggedSGD"":16829392.75380448}","{""peggedSGD"":16829392.75380448}","{""peggedSGD"":16452904.356819443}","{""peggedSGD"":16945176.819701165}","Ethereum, Polygon, Avalanche, Zilliqa, Arbitrum, Hedera, XRPL",0.7866189115805466
VNX British Pound,VGBP,peggedGBP,fiat-backed,"{""peggedGBP"":172932.51447003975}","{""peggedGBP"":172932.51447003975}","{""peggedGBP"":172932.51447003975}","{""peggedGBP"":172932.51447003975}","Solana, Base, Celo, Ethereum",1.366023160017312
PHT Stablecoin,PHT,peggedPHP,crypto-backed,"{""peggedPHP"":3731221.53305676}","{""peggedPHP"":3731221.53305676}","{""peggedPHP"":3731221.5330567593}","{""peggedPHP"":3731221.5330567593}","Ethereum, Tron, Polygon",0.016582329810178653
Bilira,TRYB,peggedTRY,fiat-backed,"{""peggedTRY"":0}","{""peggedTRY"":0}","{""peggedTRY"":0}","{""peggedTRY"":0}","BSC, Ethereum, Avalanche, Polygon, Solana, Plasma, Base",
Tokenised GBP,tGBP,peggedGBP,fiat-backed,"{""peggedGBP"":16428304.234100953}","{""peggedGBP"":16428304.234100953}","{""peggedGBP"":16631068.549845677}","{""peggedGBP"":11475165.36322995}","Ethereum, Base, Polygon, Solana, BSC, Avalanche",1.351762104964811
AllUnity EUR,EURAU,peggedEUR,fiat-backed,"{""peggedEUR"":1245321.331919134}","{""peggedEUR"":1244733.1424171943}","{""peggedEUR"":1244733.1424171943}","{""peggedEUR"":1150440.117952957}","Ethereum, Base, OP Mainnet, Polygon",1.178736476832767
Eurite,EURI,peggedEUR,fiat-backed,"{""peggedEUR"":60086662.29373297}","{""peggedEUR"":60086662.29373297}","{""peggedEUR"":60086662.29373297}","{""peggedEUR"":55371110.38733151}","Ethereum, BSC",1.1788879766003653
Macropod,AUDM,peggedAUD,fiat-backed,"{""peggedAUD"":2182073.404874325}","{""peggedAUD"":2167821.593406422}","{""peggedAUD"":2167748.9091679356}","{""peggedAUD"":36349.24514888587}","Ethereum, Solana, Redbelly",0.7125905733951355
Tetris Money,RUBT,peggedRUB,fiat-backed,"{""peggedRUB"":0}","{""peggedRUB"":0}","{""peggedRUB"":0}","{""peggedRUB"":0}","Hyperliquid L1, Ethereum, Tron",
BRTH,BRTH,peggedREAL,fiat-backed,"{""peggedREAL"":0}","{""peggedREAL"":0}","{""peggedREAL"":0}","{""peggedREAL"":0}",Polygon,
JPY Coin,JPYC,peggedJPY,fiat-backed,"{""peggedJPY"":20479627.35440194}","{""peggedJPY"":20479627.35440194}","{""peggedJPY"":20479627.35440194}","{""peggedJPY"":11726266.941693095}","Polygon, Ethereum, Avalanche",0.006252400294792031
Mento British Pound,GBPm,peggedGBP,crypto-backed,"{""peggedGBP"":0}","{""peggedGBP"":0}","{""peggedGBP"":0}","{""peggedGBP"":0}","Celo, Monad",
Mento Philippine Peso,PHPm,peggedPHP,crypto-backed,"{""peggedPHP"":107035.08387198151}","{""peggedPHP"":106654.81576477169}","{""peggedPHP"":99792.5589288323}","{""peggedPHP"":125368.53585716564}",Celo,0.01667611587253215
Mento Canadian Dollar,CADm,peggedCAD,crypto-backed,"{""peggedCAD"":2515.751121364073}","{""peggedCAD"":5820.745010970815}","{""peggedCAD"":22073.817805240535}","{""peggedCAD"":94863.76868513046}",Celo,0.7287454410433212
Mento Australian Dollar,AUDm,peggedAUD,crypto-backed,"{""peggedAUD"":9350.818960646422}","{""peggedAUD"":1148.4650316114735}","{""peggedAUD"":1151.2853490809325}","{""peggedAUD"":53926.21275361684}",Celo,0.7161851138971945
Mento Colombian Peso,COPm,peggedCOP,crypto-backed,"{""peggedCOP"":46471.10209961147}","{""peggedCOP"":45027.97772016456}","{""peggedCOP"":52717.70035435593}","{""peggedCOP"":67348.85424264734}",Celo,0.000276911178444874
Mento Japanese Yen,JPYm,peggedJPY,crypto-backed,"{""peggedJPY"":53435.280059012686}","{""peggedJPY"":55171.397897976116}","{""peggedJPY"":51777.93275457681}","{""peggedJPY"":55239.99904129676}",Celo,0.00629372423984152
BRLA Digital,BRLA,peggedREAL,fiat-backed,"{""peggedREAL"":16271941.29232569}","{""peggedREAL"":14994227.952977305}","{""peggedREAL"":16000094.180675952}",{},"Celo, Polygon, Gnosis, Moonbeam",0.19989514385473436
Mento Kenyan Shilling,KESm,peggedKES,crypto-backed,"{""peggedKES"":145887.1382350389}","{""peggedKES"":145887.1382350389}","{""peggedKES"":145887.11657767152}",{},Celo,0.007759455932822554
Mento South African Rand,ZARm,peggedZAR,crypto-backed,"{""peggedZAR"":28725.526521911586}","{""peggedZAR"":26377.239999522662}","{""peggedZAR"":50304.250511683655}",{},Celo,0.060994961299348574
Mento Nigerian Naira,NGNm,peggedNGN,crypto-backed,"{""peggedNGN"":0}","{""peggedNGN"":0}","{""peggedNGN"":0}",{},Celo,
Mento Swiss Franc,CHFm,peggedCHF,crypto-backed,"{""peggedCHF"":28581.039312962428}","{""peggedCHF"":28191.21924370397}","{""peggedCHF"":32297.42315724303}",{},Celo,1.2776372394821633
Mento West African CFA Franc,XOFm,peggedXOF,crypto-backed,"{""peggedXOF"":0}","{""peggedXOF"":0}","{""peggedXOF"":0}",{},Celo,
Mento Ghanaian Cedi,GHSm,peggedGHS,crypto-backed,"{""peggedGHS"":26043.94369239444}","{""peggedGHS"":25830.648396455945}","{""peggedGHS"":25830.629796370256}",{},Celo,0.09117289616293323
